instance_id predicted_score
55144604125888 0.10396441987730705
221669167755726 0.01469184212039932
566644865989395 0.010286280151095934
954943998950521 0.07272148734400617
1192015136416062 0.011071046853334723
1239632009133923 0.01640490990520714
1370758425798224 0.0077464261072027665
1386245957915884 0.01535750246473783
1587829942816220 0.008156751294972092
1965296257027358 0.0027506691692196906
2308106506629079 0.04880906395573873
2593276901346545 0.017533130415818422
2637118065628095 0.022350267371469876
3007000529626316 0.01785784332539141
3486611488890127 0.06254303532868087
3526619005621379 0.016351330211534256
3707907988344302 0.012451060726310175
3859410900799220 0.009662507157216694
4132909449437306 0.006939487180765159
4666490843011356 0.016772080313153026
4957624520403631 0.01427306561620448
5022624687918236 0.012297399207242798
5245031179204693 0.019014287473669195
5273213709089732 0.013033047475154966
5341429719598597 0.021641616688036137
5421993019334491 0.006989158678783343
5519710025487847 0.046346741643114885
5773700242363804 0.016881244667938704
5812026496876317 0.008704273938128374
5860625415171838 0.02353394443957879
5888731810410007 0.04138556609962334
6063972374265869 0.009569187832372312
6067326110791822 0.018877339114321358
6359126923704860 0.011467811347190993
6388802315681498 0.013579512032023075
6433878236742272 0.009453513079737267
6452344664550262 0.02229537967708733
6651913865445655 0.00860690426439563
6707001430745727 0.02759739877000589
6730413752360895 0.008061365623187896
6816504423480806 0.009499636398527068
7090470344271915 0.013656897180979883
7285476665473660 0.02654813919263052
7558711588190076 0.049121376644831474
7667359125925647 0.05269337179547789
8185971319114092 0.005546130665916364
8433912592511743 0.007988133634865478
8655843665845753 0.032630766365768574
8737350582865741 0.0076328306589009045
8899701615096813 0.024828129663234298
9407985424920588 0.020527781741807236
9452608188846334 0.023765915677808353
9598290636996863 0.014599252266364243
9761773633678178 0.010746214737275156
9798231407472553 0.019196582908681016
9911925930117846 0.0227829483051149
10003453861097600 0.037021148866156275
10033218693392079 0.018132774498916093
10132016737277869 0.017673458002233234
10419287412996374 0.038132765059425124
10986155594432407 0.01997135434126196
11049867969779409 0.014472069095982204
11389035467072333 0.005291558507668198
11442106188407017 0.020353551902985618
11741461405551140 0.02467115852873909
11823212845773044 0.01053251828914013
12088393426624010 0.02899908910360047
12207783194487112 0.010040504879484177
12226287428045975 0.01143225944639326
12249947081089396 0.008134400161191229
12386080094223902 0.014625298950509085
12507370273002600 0.03490103775298027
12785681979442168 0.00656206907278002
12888980426526109 0.025875798500783306
12900461919485333 0.01852955892145227
13322823395290645 0.008874176136458065
13828691382245377 0.013584105887575531
14352321985445602 0.014621761089205083
14691986840989017 0.059718179065628096
15243596504908734 0.02943165226067045
15268655458779341 0.014695467530825864
15423904394738521 0.020701340150407702
15485467792420960 0.005120028841158341
15498205746849773 0.012846663941554955
15731133664297641 0.017718644938042264
15887040621302276 0.052259722014551785
16171723608839310 0.01440629079186018
16246257639262555 0.009889271892001823
16329733759369079 0.022006342998769524
16519667118323295 0.012960693077855074
16550490921859014 0.014758748228241617
16615623903296341 0.013880425328946793
16654423689718542 0.010812017330672108
16784146675608527 0.010977442951972987
16919720255324691 0.026908281900055796
17038058848714529 0.01021854073179002
17106027189867886 0.034230255370148385
17456632746089230 0.00869172963315174
17464991084375871 0.007318008930358289
17519060396617653 0.012262047217137573
17592230724388482 0.021222284410053444
17601420090594330 0.009770582062135392
17724787467894423 0.011172686167749924
18232000594917795 0.009801074478798981
18326800347869864 0.03462268802956777
18409463985586024 0.013196630876303515
18562001393908554 0.013847150000545804
18701207844803227 0.0507653716647468
18977079048858178 0.02051418775986818
19063736790259593 0.022395903245367124
19095587758137552 0.00950513773201211
19327529376832062 0.009424293406154138
19858537054023509 0.010877487407932896
21147251778176376 0.009485236184975812
21369239093152465 0.03054018282345707
21508567275180971 0.0134348525984373
21625964798715539 0.011224944577643234
22156114607236204 0.0291315789807436
22189256679934601 0.015564870819217229
22199636904292402 0.009856335206668156
22210771880984154 0.016929155298147203
22272519395679670 0.015821661156007052
22572453238447181 0.020352560224231136
22839793515463407 0.026105253233367928
22951036818914582 0.00647745898743096
23505318101376991 0.017085932918554883
23517440871814057 0.01752894506107178
23583771124854170 0.07314624639106655
23630396192534724 0.037590968784766095
24261496547332177 0.01370220304195355
24340475476179280 0.011374844317810672
24446963890407500 0.043133345957405624
24710544459113955 0.010358513133313258
24868679924343959 0.02616968594912964
24922483005495004 0.020276586123838796
25009800205732506 0.01540519321118352
25265960974578754 0.014902349344704517
25309829543378424 0.005965762508387303
25448755460673453 0.015795791508881857
